========================================================================================================================
MATERIAL CLOSURE ANALYSIS SUMMARY - ALL MACHINES
========================================================================================================================

Machine ID                                 Total Mass     ISRU %   Import %    Unres %
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Recipe 'recipe_gas_flow_controller_v0' for 'gas_flow_controller' has no inputs
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Process 'forging_bearing_ring_blanks_v0' (in recipe 'recipe_bearing_ring_blanks_v0') input 'steel_stock_bar_or_billet' has null/zero quantity
  ! Process 'cutting_basic_v0' (in recipe 'recipe_cut_parts_v0') input 'stock_material' has null/zero quantity

================================================================================


================================================================================
CLOSURE ANALYSIS: Wire Arc Additive Manufacturing Machine (wire_arc_additive_machine)
================================================================================

Machine Total Mass: 1800.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                    0.06 kg  (  0.4%)
  Unresolved:                 17.40 kg  ( 99.6%)
  ────────────────────────────────────────
  Total Calculated:           17.46 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  copper_rod_ingot                                           0.06 kg       0.06 kg

UNRESOLVED ITEMS (Missing recipes or definitions):
--------------------------------------------------------------------------------
  fused_silica_envelope                                    1.00 unit       5.00 kg
  vacuum_seal_assembly                                     1.00 unit       5.00 kg
  wire_feed_system_basic                                  1.00 count       4.00 kg
  power_output_terminals                                  1.00 count       2.00 kg
  tungsten_powder                                            1.20 kg       1.20 kg
  etching_chemicals                                          0.20 kg       0.20 kg

ERRORS/WARNINGS:
--------------------------------------------------------------------------------
  ! Recipe 'recipe_wire_feed_system_basic_v0' for 'wire_feed_system_basic' has no inputs
  ! Process 'substrate_fabrication_basic_v0' (in recipe 'recipe_uncoated_substrate_material_v0') input 'regolith_raw' has null/zero quantity
  ! Bootstrap import (circular): copper_rod_ingot (path: copper_rod_ingot -> copper_plate_or_sheet -> copper_clad_laminate -> electron_gun_assembly -> pcb_populated -> copper_scrap_v0 -> copper_rod_ingot)
  ! Recipe 'recipe_etching_chemicals_v0' for 'etching_chemicals' has no inputs
  ! Process 'electronics_assembly_v0' (in recipe 'recipe_electron_gun_assembly_v0') input 'electronic_components_set' has null/zero quantity
  ! Process 'powder_processing_v0' (in recipe 'recipe_tungsten_cathode_coated_v0') input 'powder_metal_or_ceramic' has null/zero quantity
  ! Process 'powder_processing_v0' (in recipe 'recipe_tungsten_cathode_coated_v0') input 'binder_material' has null/zero quantity
  ! Process 'pressing_operations_basic_v0' (in recipe 'recipe_tungsten_cathode_coated_v0') input 'feedstock_material' has null/zero quantity
  ! Recipe 'recipe_tungsten_powder_v0' for 'tungsten_powder' has no inputs
  ! Recipe 'recipe_tungsten_powder_v0' for 'tungsten_powder' has no inputs
  ! Process 'sheet_metal_fabrication_v0' (in recipe 'recipe_nickel_anode_plate_v0') input 'sheet_metal_or_structural_steel' has null/zero quantity
  ! Process 'surface_finishing_v0' (in recipe 'recipe_nickel_anode_plate_v0') input 'rough_part' has null/zero quantity
  ! Recipe 'recipe_fused_silica_envelope_v0' for 'fused_silica_envelope' has no inputs
  ! Recipe 'recipe_vacuum_seal_assembly_v0' for 'vacuum_seal_assembly' has no inputs
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Process 'additive_manufacturing_polymer_v0' (in recipe 'recipe_control_panel_basic_additive_v0') input 'polymer_printing_feedstock' has null/zero quantity
  ! Recipe 'recipe_power_output_terminals_v0' for 'power_output_terminals' has no inputs

================================================================================


================================================================================
CLOSURE ANALYSIS: YN MLP network hardware v0 (yn_mlp_network_hardware_v0)
================================================================================

Machine Total Mass: 40.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                    0.00 kg  (  0.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:            0.00 kg

ERRORS/WARNINGS:
--------------------------------------------------------------------------------
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity

================================================================================


================================================================================
CLOSURE ANALYSIS: Cryogenic separation system (cryogenic_separation_system_v0)
================================================================================

Machine Total Mass: 800.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):       16.72 kg  ( 14.2%)
  Imported:                    0.00 kg  (  0.0%)
  Unresolved:                101.00 kg  ( 85.8%)
  ────────────────────────────────────────
  Total Calculated:          117.72 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  raw_ore_or_regolith                                       16.72 kg      16.72 kg

UNRESOLVED ITEMS (Missing recipes or definitions):
--------------------------------------------------------------------------------
  thermal_insulation_basic                                  50.00 kg      50.00 kg
  vacuum_pump_station                                      1.00 unit      40.00 kg
  gas_flow_controller                                      1.00 unit       5.00 kg
  sensor_suite_general                                     1.00 unit       5.00 kg
  placeholder_component                                    1.00 unit       1.00 kg
  steel_plate_thick                                        173.33 kg       UNKNOWN
  steel_flange_large                                        16.00 kg       UNKNOWN
  gasket_material_high_temp                                  4.00 kg       UNKNOWN

ERRORS/WARNINGS:
--------------------------------------------------------------------------------
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Recipe 'recipe_placeholder_component_v1' for 'placeholder_component' has no inputs
  ! Item 'steel_plate_thick' not found in KB
  ! Item 'steel_flange_large' not found in KB
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Item 'gasket_material_high_temp' not found in KB
  ! Process 'cutting_basic_v0' (in recipe 'recipe_distillation_column_module_v0_v0') input 'stock_material' has null/zero quantity
  ! Recipe 'recipe_thermal_insulation_basic_v0' for 'thermal_insulation_basic' has no inputs
  ! Recipe 'recipe_vacuum_pump_station_v0' for 'vacuum_pump_station' has no inputs
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Recipe 'recipe_gas_flow_controller_v0' for 'gas_flow_controller' has no inputs
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Process 'sheet_metal_fabrication_v0' (in recipe 'recipe_piping_and_fittings_thermal_v0') input 'sheet_metal_or_structural_steel' has null/zero quantity
  ! Process 'welding_and_fabrication_v0' (in recipe 'recipe_piping_and_fittings_thermal_v0') input 'sheet_metal_or_structural_steel' has null/zero quantity
  ! Process 'additive_manufacturing_polymer_v0' (in recipe 'recipe_control_panel_basic_additive_v0') input 'polymer_printing_feedstock' has null/zero quantity
  ! Recipe 'recipe_sensor_suite_general_v0' for 'sensor_suite_general' has no inputs
  ! Process 'cutting_basic_v0' (in recipe 'recipe_structural_frame_steel_v0') input 'stock_material' has null/zero quantity
  ! Process 'welding_brazing_basic_v0' (in recipe 'recipe_structural_frame_steel_v0') input 'cast_metal_parts' has null/zero quantity
  ! Process 'forging_bearing_ring_blanks_v0' (in recipe 'recipe_bearing_ring_blanks_v0') input 'steel_stock_bar_or_billet' has null/zero quantity
  ! Process 'cutting_basic_v0' (in recipe 'recipe_cut_parts_v0') input 'stock_material' has null/zero quantity

================================================================================


================================================================================
CLOSURE ANALYSIS: Electrolysis cell module v0 (electrolysis_cell_unit_v0)
================================================================================

Machine Total Mass: 25.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.1%)
  Imported:                    0.00 kg  (  0.0%)
  Unresolved:                  1.20 kg  ( 99.9%)
  ────────────────────────────────────────
  Total Calculated:            1.20 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  raw_ore_or_regolith                                        0.00 kg       0.00 kg

UNRESOLVED ITEMS (Missing recipes or definitions):
--------------------------------------------------------------------------------
  tungsten_powder                                            1.20 kg       1.20 kg

ERRORS/WARNINGS:
--------------------------------------------------------------------------------
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Recipe 'recipe_tungsten_powder_v0' for 'tungsten_powder' has no inputs
  ! Process 'powder_processing_v0' (in recipe 'recipe_tungsten_cathode_coated_v0') input 'powder_metal_or_ceramic' has null/zero quantity
  ! Process 'powder_processing_v0' (in recipe 'recipe_tungsten_cathode_coated_v0') input 'binder_material' has null/zero quantity
  ! Process 'pressing_operations_basic_v0' (in recipe 'recipe_tungsten_cathode_coated_v0') input 'feedstock_material' has null/zero quantity
  ! Recipe 'recipe_tungsten_powder_v0' for 'tungsten_powder' has no inputs
  ! Process 'nickel_extraction_meteorite_v0' (in recipe 'recipe_nickel_metal_import_v0') input 'meteorite_iron' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_oxygen_gas_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_oxygen_gas_v0') input 'process_power' has null/zero quantity

================================================================================


================================================================================
CLOSURE ANALYSIS: Glove box or dry room (glove_box_or_dry_room)
================================================================================

Machine Total Mass: 200.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):      226.66 kg  ( 95.8%)
  Imported:                    0.00 kg  (  0.0%)
  Unresolved:                 10.00 kg  (  4.2%)
  ────────────────────────────────────────
  Total Calculated:          236.66 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  raw_ore_or_regolith                                      213.92 kg     213.92 kg
  regolith_raw                                              12.74 kg      12.74 kg

UNRESOLVED ITEMS (Missing recipes or definitions):
--------------------------------------------------------------------------------
  transparent_panel_set                                    1.00 unit      10.00 kg

ERRORS/WARNINGS:
--------------------------------------------------------------------------------
  ! Process 'cutting_basic_v0' (in recipe 'recipe_steel_frame_welded_v0') input 'stock_material' has null/zero quantity
  ! Recipe 'recipe_transparent_panel_set_v0' for 'transparent_panel_set' has no inputs
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Process 'plumbing_and_pneumatics_v0' (in recipe 'recipe_gas_distribution_manifold_v0') input 'piping_components' has null/zero quantity
  ! Process 'plumbing_and_pneumatics_v0' (in recipe 'recipe_gas_distribution_manifold_v0') input 'fittings_and_valves' has null/zero quantity
  ! Process 'welding_and_fabrication_v0' (in recipe 'recipe_gas_distribution_manifold_v0') input 'sheet_metal_or_structural_steel' has null/zero quantity
  ! Process 'sensor_integration_v0' (in recipe 'recipe_humidity_sensor_set_v0') input 'sensor_suite_general' has null/zero quantity
  ! Process 'cutting_basic_v0' (in recipe 'recipe_sealing_gaskets_v0') input 'stock_material' has null/zero quantity
  ! Process 'rolling_basic_v0' (in recipe 'recipe_steel_plate_or_sheet_v0') input 'metal_ingot' has null/zero quantity

================================================================================


================================================================================
CLOSURE ANALYSIS: Coil winding machine v0 (coil_winding_machine_v0)
================================================================================

Machine Total Mass: 120.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        4.30 kg  ( 68.2%)
  Imported:                    2.00 kg  ( 31.8%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:            6.30 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  raw_ore_or_regolith                                        4.14 kg       4.14 kg
  regolith_raw                                               0.16 kg       0.16 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  control_compute_module_imported                         1.00 count       2.00 kg

ERRORS/WARNINGS:
--------------------------------------------------------------------------------
  ! Process 'welding_and_fabrication_v0' (in recipe 'recipe_machine_frame_small_v0') input 'sheet_metal_or_structural_steel' has null/zero quantity
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Process 'sensor_integration_v0' (in recipe 'recipe_turn_counter_module_v0') input 'sensor_suite_general' has null/zero quantity
  ! Process 'forging_bearing_ring_blanks_v0' (in recipe 'recipe_bearing_ring_blanks_v0') input 'steel_stock_bar_or_billet' has null/zero quantity
  ! Process 'cutting_basic_v0' (in recipe 'recipe_cut_parts_v0') input 'stock_material' has null/zero quantity

================================================================================


================================================================================
CLOSURE ANALYSIS: Thermionic topping cycle v0 (thermionic_topping_cycle_v0)
================================================================================

Machine Total Mass: 120.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                    0.00 kg  (  0.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:            0.00 kg

ERRORS/WARNINGS:
--------------------------------------------------------------------------------
  ! BOM 'bom_thermionic_topping_cycle_v0' has no components

================================================================================


================================================================================
CLOSURE ANALYSIS: Coordinate measuring machine (variant v0) (coordinate_measuring_machine_v0)
================================================================================

Machine Total Mass: 900.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):      158.31 kg  ( 82.8%)
  Imported:                    0.00 kg  (  0.0%)
  Unresolved:                 33.00 kg  ( 17.2%)
  ────────────────────────────────────────
  Total Calculated:          191.31 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  raw_ore_or_regolith                                      157.84 kg     157.84 kg
  regolith_raw                                               0.48 kg       0.48 kg

UNRESOLVED ITEMS (Missing recipes or definitions):
--------------------------------------------------------------------------------
  computer_workstation                                     1.00 unit      12.00 kg
  linear_encoder_set                                       3.00 unit       9.00 kg
  linear_stage_xyz_precision                               1.00 unit       6.00 kg
  air_bearing_assembly                                     3.00 unit       6.00 kg

ERRORS/WARNINGS:
--------------------------------------------------------------------------------
  ! Process 'cutting_basic_v0' (in recipe 'recipe_granite_surface_plate_large_v0') input 'stock_material' has null/zero quantity
  ! Process 'surface_finishing_v0' (in recipe 'recipe_granite_surface_plate_large_v0') input 'rough_part' has null/zero quantity
  ! Recipe 'recipe_linear_stage_xyz_precision_v0' for 'linear_stage_xyz_precision' has no inputs
  ! Recipe 'recipe_linear_encoder_set_v0' for 'linear_encoder_set' has no inputs
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Recipe 'recipe_computer_workstation_v0' for 'computer_workstation' has no inputs
  ! Recipe 'recipe_air_bearing_assembly_v3' for 'air_bearing_assembly' has no inputs

================================================================================


================================================================================
CLOSURE ANALYSIS: Basic kiln (kiln_basic)
================================================================================

Machine Total Mass: 800.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):      787.54 kg  (100.0%)
  Imported:                    0.06 kg  (  0.0%)
  Unresolved:                  0.20 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:          787.80 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  raw_ore_or_regolith                                      787.54 kg     787.54 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  copper_rod_ingot                                           0.06 kg       0.06 kg

UNRESOLVED ITEMS (Missing recipes or definitions):
--------------------------------------------------------------------------------
  etching_chemicals                                          0.20 kg       0.20 kg
  nichrome_wire                                              0.25 kg       UNKNOWN
  ceramic_insulator_tube                                     0.44 kg       UNKNOWN
  steel_support_frame                                        0.25 kg       UNKNOWN

ERRORS/WARNINGS:
--------------------------------------------------------------------------------
  ! Process 'powder_processing_v0' (in recipe 'recipe_refractory_brick_set_v0') input 'powder_metal_or_ceramic' has null/zero quantity
  ! Process 'powder_processing_v0' (in recipe 'recipe_refractory_brick_set_v0') input 'binder_material' has null/zero quantity
  ! Process 'pressing_operations_basic_v0' (in recipe 'recipe_refractory_brick_set_v0') input 'feedstock_material' has null/zero quantity
