========================================================================================================================
CLOSURE ANALYSIS SUMMARY - ALL MACHINES
========================================================================================================================

Machine ID                                 Total Mass     ISRU %   Import %    Unres %
  resistor_chip_smd                                       32.58 each       0.01 kg
  epoxy_monomer_v0                                           0.00 kg       0.00 kg
  compiled_firmware_binary                                 1.00 unit       0.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: CNC Milling Machine v0 (cnc_mill_v0)
================================================================================

Machine Total Mass: 600.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                14303.17 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:        14303.17 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  solar_irradiance                                     452422.58 kWh       0.00 kg
  regolith_lunar_mare                                   589688.16 kg       0.00 kg
  regolith_lunar_highlands                                6844.78 kg       0.00 kg
  regolith_carbonaceous                                    188.21 kg       0.00 kg
  regolith_polar_psc                                      1428.79 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                             14287.87 kg   14287.87 kg
  assembly_components                                       12.30 kg      12.30 kg
  fluorite                                                   2.38 kg       2.38 kg
  base_grease_stock_v0                                       0.25 kg       0.25 kg
  copper_rod_ingot                                           0.20 kg       0.20 kg
  electronic_components_set                                  0.15 kg       0.15 kg
  mos2_precursor_v0                                          0.01 kg       0.01 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Brazing furnace (brazing_furnace_v0)
================================================================================

Machine Total Mass: 350.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:               205189.40 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:       205189.40 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_lunar_mare                                   581586.60 kg       0.00 kg
  solar_irradiance                                     440918.98 kWh       0.00 kg
  regolith_polar_psc                                     20511.98 kg       0.00 kg
  regolith_carbonaceous                                   2291.19 kg       0.00 kg
  regolith_lunar_highlands                               98040.88 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                            205119.91 kg  205119.91 kg
  fluorite                                                  34.20 kg      34.20 kg
  assembly_components                                       13.22 kg      13.22 kg
  sensor_suite_general                                     2.00 unit      10.00 kg
  control_compute_module_imported                          2.00 unit       4.00 kg
  device_uncalibrated                                      2.00 unit       4.00 kg
  copper_rod_ingot                                           3.21 kg       3.21 kg
  zinc_metal_v0                                              0.37 kg       0.37 kg
  epoxy_monomer_v0                                           0.30 kg       0.30 kg
  nitrile_rubber                                             0.18 kg       0.18 kg
  nitrogen_gas                                               0.00 kg       0.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Vibrating screen v0 (vibrating_screen_v0)
================================================================================

Machine Total Mass: 180.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                  953.78 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:          953.78 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_lunar_mare                                   426865.64 kg       0.00 kg
  solar_irradiance                                     303926.26 kWh       0.00 kg
  regolith_carbonaceous                                   5271.04 kg       0.00 kg
  regolith_lunar_highlands                                 451.66 kg       0.00 kg
  regolith_polar_psc                                        94.46 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                               944.62 kg     944.62 kg
  sensor_suite_general                                    1.00 count       5.00 kg
  assembly_components                                        2.00 kg       2.00 kg
  control_compute_module_imported                         1.00 count       2.00 kg
  fluorite                                                   0.16 kg       0.16 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Powder quality analysis system v0 (powder_quality_analysis_v0)
================================================================================

Machine Total Mass: 30.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):      529.85 kg  (  0.0%)
  Imported:              1091008.10 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:      1091537.95 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  raw_materials_batch                                      529.85 kg     529.85 kg
  regolith_lunar_mare                                  1015887.47 kg       0.00 kg
  regolith_carbonaceous                                  18417.69 kg       0.00 kg
  solar_irradiance                                     774214.98 kWh       0.00 kg
  regolith_lunar_highlands                              521376.05 kg       0.00 kg
  regolith_polar_psc                                    109082.92 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                           1090813.55 kg  1090813.55 kg
  fluorite                                                 181.88 kg     181.88 kg
  electronic_components_set                                4.73 unit       7.93 kg
  assembly_components                                        2.08 kg       2.08 kg
  copper_rod_ingot                                           1.37 kg       1.37 kg
  polymer_printing_feedstock                                 0.50 kg       0.50 kg
  import_magnesium_powder                                    0.47 kg       0.47 kg
  etching_chemicals                                          0.25 kg       0.25 kg
  emulsifying_oil                                            0.05 kg       0.05 kg
  corrosion_inhibitor                                        0.01 kg       0.01 kg
  biocide_additive                                           0.01 kg       0.01 kg
  voltage_regulator_ic                                     0.22 each       0.00 kg
  crystal_oscillator_timing                                0.22 each       0.00 kg
  resistor_chip_smd                                        3.26 each       0.00 kg
  epoxy_monomer_v0                                           0.00 kg       0.00 kg
  compiled_firmware_binary                                 0.10 unit       0.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Precision Positioning Stage (precision_stage)
================================================================================

Machine Total Mass: 75.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                 2849.64 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:         2849.64 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_lunar_mare                                   220435.74 kg       0.00 kg
  solar_irradiance                                     158102.34 kWh       0.00 kg
  regolith_carbonaceous                                    413.36 kg       0.00 kg
  regolith_polar_psc                                       285.94 kg       0.00 kg
  regolith_lunar_highlands                                1355.73 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                              2833.87 kg    2833.87 kg
  assembly_components                                        7.50 kg       7.50 kg
  electronic_components_set                                3.00 unit       6.00 kg
  copper_rod_ingot                                           0.75 kg       0.75 kg
  etching_chemicals                                          0.60 kg       0.60 kg
  fluorite                                                   0.47 kg       0.47 kg
  emulsifying_oil                                            0.30 kg       0.30 kg
  corrosion_inhibitor                                        0.09 kg       0.09 kg
  biocide_additive                                           0.06 kg       0.06 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Controlled atmosphere chamber (controlled_atmosphere_chamber)
================================================================================

Machine Total Mass: 250.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):     1171.98 kg  ( 94.9%)
  Imported:                   62.55 kg  (  5.1%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:         1234.53 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  raw_materials_batch                                     1171.98 kg    1171.98 kg
  regolith_lunar_mare                                  6278861.71 kg       0.00 kg
  solar_irradiance                                    4415456.08 kWh       0.00 kg
  regolith_carbonaceous                                  69057.51 kg       0.00 kg
  regolith_lunar_highlands                                  20.51 kg       0.00 kg
  regolith_polar_psc                                        23.54 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  sensor_suite_general                                     3.00 unit      15.00 kg
  assembly_components                                       12.63 kg      12.63 kg
  electronic_components_set                                  7.53 kg      10.53 kg
  import_magnesium_powder                                    9.37 kg       9.37 kg
  copper_rod_ingot                                           8.67 kg       8.67 kg
  terminal_block_set                                         2.00 kg       2.00 kg
  control_compute_module_imported                         1.00 count       2.00 kg
  etching_chemicals                                          1.10 kg       1.10 kg
  salt_waste                                                 1.09 kg       1.09 kg
  voltage_regulator_ic                                     4.34 each       0.09 kg
  crystal_oscillator_timing                                4.34 each       0.04 kg
  resistor_chip_smd                                       65.15 each       0.01 kg
  epoxy_monomer_v0                                           0.00 kg       0.00 kg
  compiled_firmware_binary                                 2.00 unit       0.00 kg
  polymer_printing_feedstock                                 0.00 kg       0.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Cryogenic chiller provider (seed) (cryogenic_chiller_provider_v0)
================================================================================

Machine Total Mass: 600.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                   13.01 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:           13.01 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  solar_irradiance                                     250347.06 kWh       0.00 kg
  regolith_lunar_mare                                   323708.93 kg       0.00 kg
  regolith_polar_psc                                         0.00 kg       0.00 kg
  regolith_carbonaceous                                      0.01 kg       0.00 kg
  regolith_lunar_highlands                                   0.28 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  assembly_components                                        5.00 kg       5.00 kg
  copper_rod_ingot                                           3.30 kg       3.30 kg
  electronic_components_set                                  2.00 kg       3.00 kg
  polymer_printing_feedstock                                 1.00 kg       1.00 kg
  material_unannealed                                        0.50 kg       0.50 kg
  etching_chemicals                                          0.20 kg       0.20 kg
  salt_waste                                                 0.00 kg       0.00 kg
  nitrogen_gas                                               0.00 kg       0.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Electron beam melting machine (lunar) v0 (ebm_machine_lunar_v0)
================================================================================

Machine Total Mass: 1800.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                    1.00 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:            1.00 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  solar_irradiance                                      27510.00 kWh       0.00 kg
  regolith_lunar_mare                                    35642.00 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  assembly_components                                        1.00 kg       1.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Material handling equipment (material_handling_equipment)
================================================================================

Machine Total Mass: 400.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):      585.99 kg  ( 23.5%)
  Imported:                 1903.54 kg  ( 76.5%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:         2489.53 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  raw_materials_batch                                      585.99 kg     585.99 kg
  solar_irradiance                                     378159.76 kWh       0.00 kg
  regolith_lunar_mare                                   604564.50 kg       0.00 kg
  regolith_carbonaceous                                    662.53 kg       0.00 kg
  regolith_lunar_highlands                                 916.84 kg       0.00 kg
  regolith_polar_psc                                       201.71 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                              1891.46 kg    1891.46 kg
  import_magnesium_powder                                    4.69 kg       4.69 kg
  assembly_components                                        3.10 kg       3.10 kg
  electronic_components_set                                1.27 unit       2.27 kg
  copper_rod_ingot                                           0.60 kg       0.60 kg
  etching_chemicals                                          0.45 kg       0.45 kg
  fluorite                                                   0.32 kg       0.32 kg
  epoxy_monomer_v0                                           0.30 kg       0.30 kg
  cleaning_solvent_or_detergent_v0                           0.10 kg       0.10 kg
  emulsifying_oil                                            0.10 kg       0.10 kg
  voltage_regulator_ic                                     2.17 each       0.04 kg
  zinc_metal_v0                                              0.03 kg       0.03 kg
  corrosion_inhibitor                                        0.03 kg       0.03 kg
  crystal_oscillator_timing                                2.17 each       0.02 kg
  biocide_additive                                           0.02 kg       0.02 kg
  resistor_chip_smd                                       32.58 each       0.01 kg
  nitrile_rubber                                             0.00 kg       0.00 kg
  base_grease_stock_v0                                       0.00 kg       0.00 kg
  compiled_firmware_binary                                 1.00 unit       0.00 kg
  mos2_precursor_v0                                          0.00 kg       0.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: NEIMS control system v0 (neims_control_system_v0)
================================================================================

Machine Total Mass: 2.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):      585.99 kg  ( 98.7%)
  Imported:                    7.88 kg  (  1.3%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:          593.87 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  raw_materials_batch                                      585.99 kg     585.99 kg
  regolith_lunar_mare                                   536824.82 kg       0.00 kg
  regolith_lunar_highlands                                   7.75 kg       0.00 kg
  solar_irradiance                                     351873.29 kWh       0.00 kg
  regolith_carbonaceous                                     15.66 kg       0.00 kg
  regolith_polar_psc                                        11.77 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  import_magnesium_powder                                    4.69 kg       4.69 kg
  electronic_components_set                                1.00 unit       2.00 kg
  salt_waste                                                 0.54 kg       0.54 kg
  copper_rod_ingot                                           0.32 kg       0.32 kg
  etching_chemicals                                          0.25 kg       0.25 kg
  voltage_regulator_ic                                     2.17 each       0.04 kg
  crystal_oscillator_timing                                2.17 each       0.02 kg
  resistor_chip_smd                                       32.58 each       0.01 kg
  epoxy_monomer_v0                                           0.00 kg       0.00 kg
  compiled_firmware_binary                                 1.00 unit       0.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Surface treatment station (surface_treatment_station)
================================================================================

Machine Total Mass: 300.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                    5.20 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:            5.20 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_lunar_mare                                   498613.84 kg       0.00 kg
  solar_irradiance                                     354517.66 kWh       0.00 kg
  regolith_carbonaceous                                   6195.01 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  assembly_components                                        4.20 kg       4.20 kg
  polymer_printing_feedstock                                 1.00 kg       1.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: FFC controlled DC power supply v0 (ffc_power_supply_controlled_v0)
================================================================================

Machine Total Mass: 200.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):     1171.98 kg  (  0.0%)
  Imported:              5458281.14 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:      5459453.13 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  raw_materials_batch                                     1171.98 kg    1171.98 kg
  regolith_lunar_mare                                  6450139.51 kg       0.00 kg
  solar_irradiance                                    4746009.25 kWh       0.00 kg
  regolith_carbonaceous                                 130260.30 kg       0.00 kg
  regolith_lunar_highlands                             2608444.16 kg       0.00 kg
  regolith_polar_psc                                    545755.86 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                           5457307.29 kg  5457307.29 kg
  fluorite                                                 909.92 kg     909.92 kg
  electronic_components_set                                 13.43 kg      20.43 kg
  assembly_components                                       17.63 kg      17.63 kg
  copper_rod_ingot                                          11.30 kg      11.30 kg
  import_magnesium_powder                                    9.37 kg       9.37 kg
  terminal_block_set                                         2.00 kg       2.00 kg
  etching_chemicals                                          1.30 kg       1.30 kg
  material_unannealed                                        1.00 kg       1.00 kg
  epoxy_monomer_v0                                           0.30 kg       0.30 kg
  emulsifying_oil                                            0.20 kg       0.20 kg
  cleaning_solvent_or_detergent_v0                           0.10 kg       0.10 kg
  voltage_regulator_ic                                     4.34 each       0.09 kg
  corrosion_inhibitor                                        0.06 kg       0.06 kg
  crystal_oscillator_timing                                4.34 each       0.04 kg
  biocide_additive                                           0.04 kg       0.04 kg
  zinc_metal_v0                                              0.03 kg       0.03 kg
  resistor_chip_smd                                       65.15 each       0.01 kg
  nitrile_rubber                                             0.00 kg       0.00 kg
  compiled_firmware_binary                                 2.00 unit       0.00 kg
  base_grease_stock_v0                                       0.00 kg       0.00 kg
  polymer_printing_feedstock                                 0.00 kg       0.00 kg
  mos2_precursor_v0                                          0.00 kg       0.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Excavator (basic) (excavator_basic)
================================================================================

Machine Total Mass: 3000.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:               114742.68 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:       114742.68 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_lunar_mare                                   703908.65 kg       0.00 kg
  solar_irradiance                                     514640.66 kWh       0.00 kg
  regolith_carbonaceous                                   7702.56 kg       0.00 kg
  regolith_lunar_highlands                               54825.32 kg       0.00 kg
  regolith_polar_psc                                     11471.26 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                            114704.10 kg  114704.10 kg
  fluorite                                                  19.12 kg      19.12 kg
  nitrile_rubber                                             9.00 kg       9.00 kg
  assembly_components                                        8.30 kg       8.30 kg
  device_uncalibrated                                      1.00 unit       2.00 kg
  emulsifying_oil                                            0.10 kg       0.10 kg
  corrosion_inhibitor                                        0.03 kg       0.03 kg
  biocide_additive                                           0.02 kg       0.02 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Basic fabrication station (basic_fabrication_station)
================================================================================

Machine Total Mass: 450.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                  306.83 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:          306.83 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_lunar_mare                                   240409.82 kg       0.00 kg
  solar_irradiance                                     184594.15 kWh       0.00 kg
  regolith_carbonaceous                                    529.20 kg       0.00 kg
  regolith_polar_psc                                        30.26 kg       0.00 kg
  regolith_lunar_highlands                                 144.94 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                               302.60 kg     302.60 kg
  assembly_components                                        3.06 kg       3.06 kg
  polymer_printing_feedstock                                 1.00 kg       1.00 kg
  fluorite                                                   0.05 kg       0.05 kg
  base_grease_stock_v0                                       0.05 kg       0.05 kg
  copper_rod_ingot                                           0.04 kg       0.04 kg
  electronic_components_set                                  0.03 kg       0.03 kg
  mos2_precursor_v0                                          0.00 kg       0.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Thermionic power system v0 (thermionic_power_system_v0)
================================================================================

Machine Total Mass: 500.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):      625.99 kg  ( 28.8%)
  Imported:                 1545.38 kg  ( 71.2%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:         2171.38 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  raw_materials_batch                                      625.99 kg     625.99 kg
  regolith_lunar_mare                                  1207609.74 kg       0.00 kg
  solar_irradiance                                     864133.33 kWh       0.00 kg
  regolith_carbonaceous                                   6031.71 kg       0.00 kg
  regolith_lunar_highlands                                 659.54 kg       0.00 kg
  regolith_polar_psc                                       154.83 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                              1478.77 kg    1478.77 kg
  material_unannealed                                       20.00 kg      20.00 kg
  inverter_module_imported                                 1.00 unit      20.00 kg
  electronic_components_set                                6.27 unit       9.27 kg
  assembly_components                                        8.07 kg       8.07 kg
  import_magnesium_powder                                    4.69 kg       4.69 kg
  nitrogen_gas                                               1.75 kg       1.75 kg
  copper_rod_ingot                                           1.66 kg       1.66 kg
  thermionic_vacuum_tube                                   1.00 unit       0.50 kg
  etching_chemicals                                          0.45 kg       0.45 kg
  fluorite                                                   0.16 kg       0.16 kg
  voltage_regulator_ic                                     2.17 each       0.04 kg
  crystal_oscillator_timing                                2.17 each       0.02 kg
  resistor_chip_smd                                       32.58 each       0.01 kg
  epoxy_monomer_v0                                           0.00 kg       0.00 kg
  compiled_firmware_binary                                 1.00 unit       0.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Chemical Reactor Unit v1 (chemical_reactor_unit_v1)
================================================================================

Machine Total Mass: 220.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                    1.00 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:            1.00 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  solar_irradiance                                      28600.00 kWh       0.00 kg
  regolith_lunar_mare                                    36920.00 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  import_misc_components_set                              1.00 count       1.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Universal Turing machine (lunar computing substrate) v0 (universal_turing_machine_lunar_v0)
================================================================================

Machine Total Mass: 500.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                    3.01 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:            3.01 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_lunar_mare                                    35642.00 kg       0.00 kg
  solar_irradiance                                      27510.00 kWh       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  copper_rod_ingot                                           1.01 kg       1.01 kg
  polymer_printing_feedstock                                 1.00 kg       1.00 kg
  assembly_components                                        1.00 kg       1.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Measurement equipment (measurement_equipment)
================================================================================

Machine Total Mass: 30.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                    2.72 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:            2.72 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_lunar_mare                                    80620.71 kg       0.00 kg
  solar_irradiance                                      61100.50 kWh       0.00 kg
  regolith_carbonaceous                                     97.45 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  assembly_components                                        2.22 kg       2.22 kg
  multimeter_digital                                      1.00 count       0.50 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Encapsulation station (encapsulation_station)
================================================================================

Machine Total Mass: 80.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:               102582.85 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:       102582.85 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_lunar_mare                                   295384.17 kg       0.00 kg
  solar_irradiance                                     226940.77 kWh       0.00 kg
  regolith_lunar_highlands                               49020.62 kg       0.00 kg
  regolith_carbonaceous                                   2095.91 kg       0.00 kg
  regolith_polar_psc                                     10255.90 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                            102558.96 kg  102558.96 kg
  fluorite                                                  17.10 kg      17.10 kg
  assembly_components                                        2.26 kg       2.26 kg
  electronic_components_set                                1.00 unit       2.00 kg
  polymer_printing_feedstock                                 1.38 kg       1.38 kg
  nitrile_rubber                                             0.50 kg       0.50 kg
  copper_rod_ingot                                           0.25 kg       0.25 kg
  etching_chemicals                                          0.20 kg       0.20 kg
  chromium_metal_pure                                        0.20 kg       0.20 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Distillation Column (Simple) v0 (distillation_column_simple_v0)
================================================================================

Machine Total Mass: 180.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                    0.00 kg  (  0.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:            0.00 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  solar_irradiance                                      28600.00 kWh       0.00 kg
  regolith_lunar_mare                                    36920.00 kg       0.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Molding press (molding_press)
================================================================================

Machine Total Mass: 300.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                    4.15 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:            4.15 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_lunar_mare                                   469016.00 kg       0.00 kg
  solar_irradiance                                     336396.00 kWh       0.00 kg
  regolith_carbonaceous                                   5660.00 kg       0.00 kg
  regolith_polar_psc                                         0.85 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  assembly_components                                        3.00 kg       3.00 kg
  copper_rod_ingot                                           0.40 kg       0.40 kg
  switch_set_industrial                                      0.30 kg       0.30 kg
  terminal_block_set                                         0.20 kg       0.20 kg
  emulsifying_oil                                            0.10 kg       0.10 kg
  indicator_light_set                                        0.10 kg       0.10 kg
  corrosion_inhibitor                                        0.03 kg       0.03 kg
  biocide_additive                                           0.02 kg       0.02 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Hydraulic press (hydraulic_press)
================================================================================

Machine Total Mass: 600.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):      585.99 kg  ( 23.5%)
  Imported:                 1909.00 kg  ( 76.5%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:         2494.99 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  raw_materials_batch                                      585.99 kg     585.99 kg
  regolith_lunar_mare                                   644378.81 kg       0.00 kg
  solar_irradiance                                     400856.29 kWh       0.00 kg
  regolith_carbonaceous                                   5748.18 kg       0.00 kg
  regolith_polar_psc                                       201.71 kg       0.00 kg
  regolith_lunar_highlands                                 913.63 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                              1891.45 kg    1891.45 kg
  electronic_components_set                                3.27 unit       5.27 kg
